Category,Group,SubGroup,Forward,Inverse,Source,Target,Name,Summary
Kana,Kata,Small,ToHan,ToZen,ェ,ｪ,E,ェ (カタカナ 小文字) <全角-半角 変換>
Kana,Kata,Small,ToHan,ToZen,ォ,ｫ,O,ォ (カタカナ 小文字) <全角-半角 変換>
Kana,Kata,Small,ToHan,ToZen,ッ,ｯ,TSU,ッ (カタカナ 小文字) <全角-半角 変換>
Kana,Kata,Small,ToHan,ToZen,ャ,ｬ,YA,ャ (カタカナ 小文字) <全角-半角 変換>
Kana,Kata,Small,ToHan,ToZen,ュ,ｭ,YU,ュ (カタカナ 小文字) <全角-半角 変換>
Kana,Kata,Small,ToHan,ToZen,ョ,ｮ,YO,ョ (カタカナ 小文字) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,が,ｶﾞ,GA,が (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぎ,ｷﾞ,GI,ぎ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぐ,ｸﾞ,GU,ぐ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,げ,ｹﾞ,GE,げ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ご,ｺﾞ,GO,ご (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ざ,ｻﾞ,ZA,ざ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,じ,ｼﾞ,JI,じ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ず,ｽﾞ,ZU,ず (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぜ,ｾﾞ,ZE,ぜ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぞ,ｿﾞ,ZO,ぞ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,だ,ﾀﾞ,DA,だ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぢ,ﾁﾞ,DI,ぢ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,づ,ﾂﾞ,DU,づ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,で,ﾃﾞ,DE,で (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ど,ﾄﾞ,DO,ど (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ば,ﾊﾞ,BA,ば (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,び,ﾋﾞ,BI,び (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぶ,ﾌﾞ,BU,ぶ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,べ,ﾍﾞ,BE,べ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぼ,ﾎﾞ,BO,ぼ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ゔ,ｳﾞ,VU,ゔ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぱ,ﾊﾟ,PA,ぱ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぴ,ﾋﾟ,PI,ぴ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぷ,ﾌﾟ,PU,ぷ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぺ,ﾍﾟ,PE,ぺ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぽ,ﾎﾟ,PO,ぽ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,あ,ｱ,A,あ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,い,ｲ,I,い (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,う,ｳ,U,う (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,え,ｴ,E,え (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,お,ｵ,O,お (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,か,ｶ,KA,か (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,き,ｷ,KI,き (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,く,ｸ,KU,く (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,け,ｹ,KE,け (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,こ,ｺ,KO,こ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,さ,ｻ,SA,さ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,し,ｼ,SHI,し (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,す,ｽ,SU,す (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,せ,ｾ,SE,せ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,そ,ｿ,SO,そ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,た,ﾀ,TA,た (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ち,ﾁ,CHI,ち (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,つ,ﾂ,TSU,つ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,て,ﾃ,TE,て (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,と,ﾄ,TO,と (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,な,ﾅ,NA,な (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,に,ﾆ,NI,に (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ぬ,ﾇ,NU,ぬ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ね,ﾈ,NE,ね (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,の,ﾉ,NO,の (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,は,ﾊ,HA,は (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ひ,ﾋ,HI,ひ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ふ,ﾌ,FU,ふ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,へ,ﾍ,HE,へ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ほ,ﾎ,HO,ほ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ま,ﾏ,MA,ま (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,み,ﾐ,MI,み (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,む,ﾑ,MU,む (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,め,ﾒ,ME,め (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,も,ﾓ,MO,も (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,や,ﾔ,YA,や (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ゆ,ﾕ,YU,ゆ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,よ,ﾖ,YO,よ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ら,ﾗ,RA,ら (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,り,ﾘ,RI,り (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,る,ﾙ,RU,る (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,れ,ﾚ,RE,れ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ろ,ﾛ,RO,ろ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,わ,ﾜ,WA,わ (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,を,ｦ,WO,を (ひらがな) <全角-半角 変換>
Kana,Hira,Large,ToHan,ToZen,ん,ﾝ,N,ん (ひらがな) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,ぁ,ｧ,A,ぁ (ひらがな 小文字) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,ぃ,ｨ,I,ぃ (ひらがな 小文字) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,ぅ,ｩ,U,ぅ (ひらがな 小文字) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,ぇ,ｪ,E,ぇ (ひらがな 小文字) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,ぉ,ｫ,O,ぉ (ひらがな 小文字) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,っ,ｯ,TSU,っ (ひらがな 小文字) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,ゃ,ｬ,YA,ゃ (ひらがな 小文字) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,ゅ,ｭ,YU,ゅ (ひらがな 小文字) <全角-半角 変換>
Kana,Hira,Small,ToHan,ToZen,ょ,ｮ,YO,ょ (ひらがな 小文字) <全角-半角 変換>
Kana,Symbol,Voice,ToHan,ToZen,゛,ﾞ,Voice,゛ (かな 濁点) <全角-半角 変換>
Kana,Symbol,Voice,ToHan,ToZen,゜,ﾟ,SemiVoice,゜ (かな 半濁点) <全角-半角 変換>
Kana,Symbol,Voice,ToHan,ToZen,ー,ｰ,Prolong,ー (かな 長音記号) <全角-半角 変換>
Kana,Symbol,Punc,ToHan,ToZen,・,･,MiddleDot,・ (かな Punctuation 中点) <全角-半角 変換>
Kana,Symbol,Punc,ToHan,ToZen,「,｢,LeftCornerBracket,「 (かな Punctuation 左上括弧) <全角-半角 変換>
Kana,Symbol,Punc,ToHan,ToZen,」,｣,RightCornerBracket,」 (かな Punctuation 右下括弧) <全角-半角 変換>
Kana,Symbol,Punc,ToHan,ToZen,。,｡,Period,。 (かな Punctuation 読点) <全角-半角 変換>
Kana,Symbol,Punc,ToHan,ToZen,、,､,Comma,、 (かな Punctuation 句点) <全角-半角 変換>
Kana,Symbol,Zen,ToAscii,FromAscii,ー,-,Prolong,U+30FC ー 全角の長音記号  /  U+002D ハイフンマイナス
Kana,Symbol,Zen,ToAscii,FromAscii,、,",",Comma,U+3001 、 全角の読点  /  U+002C カンマ
Kana,Symbol,Zen,ToAscii,FromAscii,。,.,Period,U+3002 。 全角の句点  /  U+002E ピリオド
Kana,Symbol,Han,ToAscii,FromAscii,ｰ,-,Prolong,U+FF70 ｰ 半角の長音記号  /  U+002D ハイフンマイナス
Kana,Symbol,Han,ToAscii,FromAscii,､,",",Comma,U+FF64 ､ 半角の読点  /  U+002C カンマ
Kana,Symbol,Han,ToAscii,FromAscii,｡,.,Period,U+FF61 ｡ 半角の句点  /  U+002E ピリオド
Kana,Case,Large,ToHira,ToKata,ガ,が,GA,ガ↔が (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ギ,ぎ,GI,ギ↔ぎ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,グ,ぐ,GU,グ↔ぐ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ゲ,げ,GE,ゲ↔げ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ゴ,ご,GO,ゴ↔ご (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ザ,ざ,ZA,ザ↔ざ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ジ,じ,JI,ジ↔じ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ズ,ず,ZU,ズ↔ず (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ゼ,ぜ,ZE,ゼ↔ぜ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ゾ,ぞ,ZO,ゾ↔ぞ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ダ,だ,DA,ダ↔だ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヂ,ぢ,DI,ヂ↔ぢ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヅ,づ,DU,ヅ↔づ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,デ,で,DE,デ↔で (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ド,ど,DO,ド↔ど (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,バ,ば,BA,バ↔ば (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ビ,び,BI,ビ↔び (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ブ,ぶ,BU,ブ↔ぶ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ベ,べ,BE,ベ↔べ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ボ,ぼ,BO,ボ↔ぼ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヴ,ゔ,VU,ヴ↔ゔ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,パ,ぱ,PA,パ↔ぱ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ピ,ぴ,PI,ピ↔ぴ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,プ,ぷ,PU,プ↔ぷ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ペ,ぺ,PE,ペ↔ぺ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ポ,ぽ,PO,ポ↔ぽ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ア,あ,A,ア↔あ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,イ,い,I,イ↔い (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ウ,う,U,ウ↔う (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,エ,え,E,エ↔え (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,オ,お,O,オ↔お (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,カ,か,KA,カ↔か (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,キ,き,KI,キ↔き (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ク,く,KU,ク↔く (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ケ,け,KE,ケ↔け (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,コ,こ,KO,コ↔こ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,サ,さ,SA,サ↔さ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,シ,し,SHI,シ↔し (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ス,す,SU,ス↔す (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,セ,せ,SE,セ↔せ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ソ,そ,SO,ソ↔そ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,タ,た,TA,タ↔た (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,チ,ち,CHI,チ↔ち (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ツ,つ,TSU,ツ↔つ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,テ,て,TE,テ↔て (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ト,と,TO,ト↔と (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ナ,な,NA,ナ↔な (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ニ,に,NI,ニ↔に (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヌ,ぬ,NU,ヌ↔ぬ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ネ,ね,NE,ネ↔ね (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ノ,の,NO,ノ↔の (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ハ,は,HA,ハ↔は (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヒ,ひ,HI,ヒ↔ひ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,フ,ふ,FU,フ↔ふ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヘ,へ,HE,ヘ↔へ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ホ,ほ,HO,ホ↔ほ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,マ,ま,MA,マ↔ま (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ミ,み,MI,ミ↔み (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ム,む,MU,ム↔む (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,メ,め,ME,メ↔め (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,モ,も,MO,モ↔も (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヤ,や,YA,ヤ↔や (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ユ,ゆ,YU,ユ↔ゆ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヨ,よ,YO,ヨ↔よ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ラ,ら,RA,ラ↔ら (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,リ,り,RI,リ↔り (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ル,る,RU,ル↔る (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,レ,れ,RE,レ↔れ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ロ,ろ,RO,ロ↔ろ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ワ,わ,WA,ワ↔わ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ヲ,を,WO,ヲ↔を (かな) <カタカナ-ひらがな 変換>
Kana,Case,Large,ToHira,ToKata,ン,ん,N,ン↔ん (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ァ,ぁ,A,ァ↔ぁ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ィ,ぃ,I,ィ↔ぃ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ゥ,ぅ,U,ゥ↔ぅ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ェ,ぇ,E,ェ↔ぇ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ォ,ぉ,O,ォ↔ぉ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ッ,っ,TSU,ッ↔っ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ャ,ゃ,YA,ャ↔ゃ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ュ,ゅ,YU,ュ↔ゅ (かな) <カタカナ-ひらがな 変換>
Kana,Case,Small,ToHira,ToKata,ョ,ょ,YO,ョ↔ょ (かな) <カタカナ-ひらがな 変換>
Kana,Kata,ZZ,Compose,,カ゛,ガ,GA,ガ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,キ゛,ギ,GI,ギ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ク゛,グ,GU,グ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ケ゛,ゲ,GE,ゲ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,コ゛,ゴ,GO,ゴ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,サ゛,ザ,ZA,ザ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,シ゛,ジ,JI,ジ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ス゛,ズ,ZU,ズ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,セ゛,ゼ,ZE,ゼ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ソ゛,ゾ,ZO,ゾ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,タ゛,ダ,DA,ダ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,チ゛,ヂ,DI,ヂ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ツ゛,ヅ,DU,ヅ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,テ゛,デ,DE,デ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ト゛,ド,DO,ド (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ハ゛,バ,BA,バ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ヒ゛,ビ,BI,ビ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,フ゛,ブ,BU,ブ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ヘ゛,ベ,BE,ベ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ホ゛,ボ,BO,ボ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ウ゛,ヴ,VU,ヴ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ハ゜,パ,PA,パ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ヒ゜,ピ,PI,ピ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,フ゜,プ,PU,プ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ヘ゜,ペ,PE,ペ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZZ,Compose,,ホ゜,ポ,PO,ポ (分離カタカナ 全-全) <文字結合>
Kana,Kata,ZH,Compose,,カﾞ,ガ,GA,ガ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,キﾞ,ギ,GI,ギ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,クﾞ,グ,GU,グ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ケﾞ,ゲ,GE,ゲ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,コﾞ,ゴ,GO,ゴ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,サﾞ,ザ,ZA,ザ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,シﾞ,ジ,JI,ジ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,スﾞ,ズ,ZU,ズ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,セﾞ,ゼ,ZE,ゼ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ソﾞ,ゾ,ZO,ゾ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,タﾞ,ダ,DA,ダ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,チﾞ,ヂ,DI,ヂ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ツﾞ,ヅ,DU,ヅ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,テﾞ,デ,DE,デ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,トﾞ,ド,DO,ド (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ハﾞ,バ,BA,バ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ヒﾞ,ビ,BI,ビ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,フﾞ,ブ,BU,ブ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ヘﾞ,ベ,BE,ベ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ホﾞ,ボ,BO,ボ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ウﾞ,ヴ,VU,ヴ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ハﾟ,パ,PA,パ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ヒﾟ,ピ,PI,ピ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,フﾟ,プ,PU,プ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ヘﾟ,ペ,PE,ペ (分離カタカナ 全-半) <文字結合>
Kana,Kata,ZH,Compose,,ホﾟ,ポ,PO,ポ (分離カタカナ 全-半) <文字結合>
Kana,Kata,HZ,Compose,,ｶ゛,ｶﾞ,GA,ガ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｷ゛,ｷﾞ,GI,ギ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｸ゛,ｸﾞ,GU,グ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｹ゛,ｹﾞ,GE,ゲ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｺ゛,ｺﾞ,GO,ゴ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｻ゛,ｻﾞ,ZA,ザ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｼ゛,ｼﾞ,JI,ジ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｽ゛,ｽﾞ,ZU,ズ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｾ゛,ｾﾞ,ZE,ゼ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ｿ゛,ｿﾞ,ZO,ゾ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾀ゛,ﾀﾞ,DA,ダ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾁ゛,ﾁﾞ,DI,ヂ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾂ゛,ﾂﾞ,DU,ヅ (分離カタカナ 半-全) <文字結合>
Kana,Kata,HZ,Compose,,ﾃ゛,ﾃﾞ,DE,デ (分離カタカナ 半-全) <文字結合>
